"","Rodents","superres","Flag","Zdiv","MSW05_Order","MSW05_Genus","MSW05_Species","X1.1_ActivityCycle","X5.1_AdultBodyMass_g","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X7.1_DispersalAge_d","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X6.2_TrophicLevel","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","WOS_HITS","Production","postnatGR","RelAgeSexMat","RelAgeBirth","logNeoBM","Abrocomidae","Anomaluridae","Aplodontiidae","Bathyergidae","Calomyscidae","Capromyidae","Castoridae","Caviidae","Chinchillidae","Cricetidae","Ctenodactylidae","Ctenomyidae","Cuniculidae","Dasyproctidae","Dinomyidae","Dipodidae","Echimyidae","Erethizontidae","Geomyidae","Gliridae","Heptaxodontidae","Heteromyidae","Hystricidae","Muridae","Myocastoridae","Nesomyidae","Octodontidae","Pedetidae","Petromuridae","Platacanthomyidae","Sciuridae","Spalacidae","Thryonomyidae","MammRich","SpeciesDensity"
"1","Abditomys_latidens",0,0,0,"Rodentia","Abditomys","latidens",NA,5.59132274503116,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2152",NA,NA,NA,NA,5.87655861860662,16.94,16.74,16.84,120.97,120.78,120.88,93,4.54329478227,93,0.09,316,180,1443,1557,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76,-0.671343388361062
"2","Abeomelomys_sevia",0,0,0,"Rodentia","Abeomelomys","sevia",NA,4.00514898341763,127.29,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,"456;865;977;1297;2152;2655;2803",NA,NA,NA,NA,10.8829733410034,-4.98,-6.84,-5.91,147.72,141.6,144.66,3,2.94233149682688,4,0.13,348.51,164.32,1645.22,1679.49,1.09861228866811,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,135,-2.59608150020295
"3","Abrawayaomys_ruschii",0,0,0,"Rodentia","Abrawayaomys","ruschii",NA,4.14297598363384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,11.7451277022156,-15.09,-19.84,-17.47,-40.52,-43.56,-42.04,5,3.10054263790634,7,0.06,107.06,209.1,1084.47,1402.39,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,-3.01805878000482
"4","Abrocoma_bennettii",0,0,0,"Rodentia","Abrocoma","bennettii",1,5.52345892052492,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4.86,NA,27.6,NA,4.96877108999756,NA,NA,NA,NA,2,NA,NA,NA,NA,"543;890;1297;1492;2655",NA,NA,NA,NA,10.908081792905,-27.71,-35.58,-31.64,-69.4,-71.7,-70.55,0,4.16122409106165,1,0.07,20.44,17.66,213.09,1073.78,0.693147180559945,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,-3.06522187287225
"5","Abrocoma_boliviensis",0,0,0,"Rodentia","Abrocoma","boliviensis",NA,5.06259503302697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,8.6611151645045,-17.44,-18.05,-17.75,-63.49,-64.51,-64,5,3.40916555131133,5,0.04,82.63,175.55,1171.61,1487.33,0.693147180559945,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,-1.71615154428622
"6","Abrocoma_budini",0,0,0,"Rodentia","Abrocoma","budini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,NA
"7","Abrocoma_cinerea",0,0,0,"Rodentia","Abrocoma","cinerea",NA,5.26600076507149,NA,NA,NA,NA,NA,NA,NA,4.69583322088533,3,NA,NA,NA,2.19,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"890;1297;1627;2655",NA,NA,NA,NA,12.8515804270365,-14.43,-24.35,-19.39,-64.27,-70.6,-67.43,0,2.68920711330073,0,0.06,48.46,35.22,515.1,1257.35,2.39789527279837,NA,NA,NA,NA,1.12254352406875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,-3.1993534206229
"8","Abrocoma_famatina",0,0,0,"Rodentia","Abrocoma","famatina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,NA
"9","Abrocoma_shistacea",0,0,0,"Rodentia","Abrocoma","shistacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,NA
"10","Abrocoma_uspallata",0,0,0,"Rodentia","Abrocoma","uspallata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09861228866811,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,NA
"11","Abrocoma_vaccarum",0,0,0,"Rodentia","Abrocoma","vaccarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693147180559945,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,NA
"12","Abrothrix_andinus",0,0,0,"Rodentia","Abrothrix","andinus",3,3.21526932927409,NA,NA,NA,64.8,34.6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"890;1822;2655",NA,NA,NA,NA,13.49054443342,-12.18,-34.65,-23.42,-65.15,-74.53,-69.84,0,2.82078347108945,0,0.05,51.98,14.3,482.37,1242.1,3.3322045101752,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,-3.42270635826417
"13","Abrothrix_hershkovitzi",0,0,0,"Rodentia","Abrothrix","hershkovitzi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.48196125346518,-53.65,-55.9,-54.77,-67.25,-70.89,-69.07,0,1.46787434811231,0,0.02,35.19,36.26,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-2.55040448185785
"14","Abrothrix_illuteus",0,0,0,"Rodentia","Abrothrix","illuteus",NA,3.86681641259007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,10.4733237904263,-23.57,-27.53,-25.55,-64.95,-66.51,-65.73,0,2.93492013415723,1,0.08,57.04,41.89,629.18,1280.01,1.09861228866811,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,-2.46572135905172
"15","Abrothrix_jelskii",0,0,0,"Rodentia","Abrothrix","jelskii",2,3.54095932403731,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,"890;2655",NA,NA,NA,NA,13.13507170347,-12.23,-23.92,-18.08,-64.22,-73.6,-68.91,0,2.7324175575505,1,0.06,76.81,68.22,704.46,1304.63,0.693147180559945,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,-3.20206204023614
"16","Abrothrix_lanosus",0,0,0,"Rodentia","Abrothrix","lanosus",NA,3.3261145755378,NA,NA,NA,45.6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1473;1822;2655",NA,NA,NA,NA,10.669342993968,-50.67,-54.84,-52.76,-67.08,-74.96,-71.02,0,0.89199803930511,0,0.24,60.63,45.34,380.38,431.52,0.693147180559945,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,-3.06543506374642
"17","Abrothrix_longipilis",0,0,0,"Rodentia","Abrothrix","longipilis",2,3.65996544394929,NA,NA,112.3,57.61,42.3,7,NA,NA,3,NA,NA,17,3.7,NA,NA,NA,7.92919850487912,NA,3.94603788401542,NA,NA,2,2,NA,NA,NA,"730;890;1114;1130;1297;1420;1449;1473;1492;1822;2006;2008;2242;2655",NA,5.19,NA,NA,12.9570728694524,-30.29,-54.17,-42.23,-68.63,-73.75,-71.19,0,3.5201649007262,0,0.1,64.15,64.48,454.6,677.15,3.73766961828337,NA,NA,NA,NA,0.517195897949974,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,-3.6729427393822
"18","Abrothrix_markhami",0,0,0,"Rodentia","Abrothrix","markhami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.71344559513214,-48.67,-50.06,-49.37,-74.38,-75.47,-74.92,0,0.524728528934982,0,0,281.3,46.78,359.8,563.33,0.693147180559945,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-2.93910330031583
"19","Abrothrix_olivaceus",0,1,1,"Rodentia","Abrothrix","olivaceus",2,3.19948911106801,96.69,NA,NA,49.19,27,7,NA,NA,3,0.000448,-7.67562600573802,NA,5.34,2,12,NA,8.07458992014144,NA,5.13803123661469,NA,NA,2,2,NA,NA,NA,"730;890;1025;1114;1130;1297;1449;1473;1492;1822;1829;2006;2008;2242;2655",NA,NA,NA,NA,13.7272250314089,-18.48,-55.72,-37.1,-64.97,-75.26,-70.11,0,2.78315767358902,0,0.11,55.26,69.56,360.79,637.81,3.63758615972639,NA,NA,0.473277777777778,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,-3.95733670920244
"20","Abrothrix_sanborni",0,0,0,"Rodentia","Abrothrix","sanborni",2,3.20680324363393,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"890;2008;2655",NA,NA,NA,NA,9.81657744314603,-40.43,-43.29,-41.86,-71.97,-74.09,-73.03,1,2.54238908520136,1,0.07,133.02,78.92,686.74,730.21,1.6094379124341,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-2.65050155801452
"21","Acomys_airensis",0,0,0,"Rodentia","Acomys","airensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79175946922805,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,102,NA
"22","Acomys_cahirinus",0,1,1,"Rodentia","Acomys","cahirinus",1,3.71746691096585,NA,7,103,NA,NA,NA,NA,3.65169666298622,NA,0.00088,-7.11847631029779,34,2.43,7.6,60,43,7.76904902415473,NA,3.94931879017184,NA,NA,NA,NA,14,12.31,NA,"456;543;771;1244;1297;1542;2593;2655;2978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.87211778947542,0.742202553,2.24225865209472,0.0288333333333333,0.0572222222222222,0.739572344450092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,227,NA
"23","Acomys_chudeaui",0,0,0,"Rodentia","Acomys","chudeaui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09861228866811,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA
"24","Acomys_cilicicus",0,0,0,"Rodentia","Acomys","cilicicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.00181083916213,37.01,36.79,36.9,34.73,34.5,34.62,92,4.5485998344997,92,0.14,48.02,154.1,362,1241.33,2.63905732961526,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51,-0.8989831527773
"25","Acomys_cineraceus",0,0,0,"Rodentia","Acomys","cineraceus",NA,NA,84.74,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1399",19.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6094379124341,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,326,NA
"26","Acomys_dimidiatus",0,1,1,"Rodentia","Acomys","dimidiatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0171457281513,38.08,12.59,25.33,61.47,31.27,46.37,0,3.61738345240887,0,0.15,11.93,221.51,171.2,1301.83,3.71357206670431,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,170,-4.29141460229482
"27","Acomys_ignitus",0,0,0,"Rodentia","Acomys","ignitus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9613349218108,-0.54,-5.8,-3.17,40.81,36.26,38.54,2,4.35439846755641,4,0.16,64.98,239.82,941.97,1662.28,1.38629436111989,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,273,-2.75857910569833
"28","Acomys_johannis",0,0,0,"Rodentia","Acomys","johannis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6094379124341,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,197,NA
"29","Acomys_kempi",0,0,0,"Rodentia","Acomys","kempi",NA,3.09058780456667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,12.7883377892962,4.33,-4.7,-0.18,44.16,38.34,41.25,1,3.02237420450041,1,0.07,42.35,271.57,622.27,1739.37,1.38629436111989,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,314,-3.05697488653294
"30","Acomys_louisae",0,0,0,"Rodentia","Acomys","louisae",NA,3.00518743232475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,12.6785875251954,11.78,5.8,8.79,50.56,42.74,46.65,1,2.38784493694487,3,0.06,14.54,248.35,232.32,1758.07,0.693147180559945,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,167,-3.2835241293722
"31","Acomys_minous",0,0,0,"Rodentia","Acomys","minous",NA,4.13516655674236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,9.01075464328023,35.69,34.92,35.31,26.31,23.52,24.91,0,3.90580370561423,0,0.02,51.8,163.8,NA,NA,2.19722457733622,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,-2.39480707948282
"32","Acomys_mullah",0,0,0,"Rodentia","Acomys","mullah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.932138239374,11.42,7.63,9.52,46.16,41.76,43.96,4,3.24571247882176,6,0.09,32.6,231.82,506.1,1706.27,0.693147180559945,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,137,-3.0453412275105
"33","Acomys_nesiotes",0,0,0,"Rodentia","Acomys","nesiotes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.13712323368136,35.7,34.56,35.13,34.59,32.27,33.43,43,4.29606016612269,43,0.09,40.19,183.55,NA,NA,1.94591014905531,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,-2.50580420295885
"34","Acomys_percivali",0,0,0,"Rodentia","Acomys","percivali",NA,3.09058780456667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,13.4398091388739,6.29,-1.77,2.25,42.49,32.11,37.3,1,3.40518940293169,1,0.08,54.73,240.95,825.98,1524.06,1.6094379124341,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,292,-3.37145209539742
"35","Acomys_russatus",0,0,0,"Rodentia","Acomys","russatus",3,3.74596842109806,111.08,NA,NA,NA,NA,NA,NA,NA,NA,0.000488,-7.71071732554929,NA,2.5,NA,NA,NA,8.15681712103682,NA,NA,NA,5,NA,NA,NA,NA,NA,"1297;1542;1765;2593;2655;2978",NA,NA,NA,NA,13.592767976251,33.09,12.59,22.84,48.41,30.59,39.5,0,4.65757286478114,1,0.18,9.2,214.39,140.58,1406.5,4.51085950651685,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,113,-3.85018568239362
"36","Acomys_seurati",0,0,0,"Rodentia","Acomys","seurati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,NA
"37","Acomys_spinosissimus",0,0,0,"Rodentia","Acomys","spinosissimus",NA,3.27714473299218,NA,NA,NA,44.12,27.02,NA,NA,NA,NA,NA,NA,NA,2.71,NA,NA,NA,5.31846307224099,NA,NA,NA,NA,NA,NA,NA,NA,NA,"730;1297;1798;1822;2655",NA,NA,NA,NA,14.8547193320859,-2.87,-27.3,-15.08,40.84,23.93,32.38,0,3.44776285080948,2,0.16,73.43,218.6,827.26,1462.67,2.83321334405622,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,356,-3.89987263817359
"38","Acomys_subspinosus",0,0,0,"Rodentia","Acomys","subspinosus",1,3.08739946207981,NA,NA,NA,83.43,32.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.17297745110656,NA,NA,NA,NA,NA,NA,NA,NA,NA,"730;1822;2442;2655",NA,NA,NA,NA,11.7487546127864,-30.84,-34.83,-32.84,24.78,17.84,21.31,0,3.89079936897652,1,0.08,30.22,155.89,433.76,1135.82,2.56494935746154,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,107,-3.07303551988332
"39","Acomys_wilsoni",0,0,0,"Rodentia","Acomys","wilsoni",NA,2.91777073208428,79.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,7.9,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,"1297;1399;2655",NA,NA,NA,NA,14.0951387321723,11.98,-6.04,2.96,51.41,31.01,41.21,1,3.45473814859019,1,0.09,46.08,251.31,659.51,1664.72,1.79175946922805,0.990290845,2.86532951289398,NA,NA,0.54282542695918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,413,-3.50549092138682
"40","Aconaemys_fuscus",0,0,0,"Rodentia","Aconaemys","fuscus",2,4.8671497610875,NA,NA,NA,120.96,112,2,NA,NA,2,NA,NA,NA,3.23,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,"890;1297;1822;2151;2242;2655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07944154167984,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55,NA
"41","Aconaemys_porteri",0,0,0,"Rodentia","Aconaemys","porteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09861228866811,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,54,NA
"42","Aconaemys_sagei",0,0,0,"Rodentia","Aconaemys","sagei",3,4.56943937603229,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"890;2151;2655",NA,NA,NA,NA,9.23623616289615,-38.66,-40.15,-39.41,-71.09,-73.04,-72.06,2,3.05635689537043,2,0.11,91.85,83.77,703.44,903.46,1.38629436111989,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,-2.35803388532572
