"","Rodents","superres","Flag","Zdiv","MSW05_Order","MSW05_Genus","MSW05_Species","X1.1_ActivityCycle","X5.1_AdultBodyMass_g","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X7.1_DispersalAge_d","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X6.2_TrophicLevel","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","WOS_HITS","Production","postnatGR","RelAgeSexMat","RelAgeBirth","logNeoBM","Abrocomidae","Anomaluridae","Aplodontiidae","Bathyergidae","Calomyscidae","Capromyidae","Castoridae","Caviidae","Chinchillidae","Cricetidae","Ctenodactylidae","Ctenomyidae","Cuniculidae","Dasyproctidae","Dinomyidae","Dipodidae","Echimyidae","Erethizontidae","Geomyidae","Gliridae","Heptaxodontidae","Heteromyidae","Hystricidae","Muridae","Myocastoridae","Nesomyidae","Octodontidae","Pedetidae","Petromuridae","Platacanthomyidae","Sciuridae","Spalacidae","Thryonomyidae","MammRich","SpeciesDensity"
"1007","Maxomys_alticola",0,0,0,"Rodentia","Maxomys","alticola",NA,5.06865259824356,167.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2152",NA,NA,NA,NA,6.4501228103914,6.16,5.43,5.8,116.67,116.36,116.52,5,4.05716177109438,5,0.29,235.5,225.49,1831.82,1875.16,0.693147180559945,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,188,-0.527094894887599
"1008","Maxomys_baeodon",0,0,0,"Rodentia","Maxomys","baeodon",NA,5.06865259824356,167.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2152",NA,NA,NA,NA,11.1781941320963,6.3,3.09,4.7,118.45,114.01,116.23,3,3.05870707271538,3,0.27,282.34,233.75,1746.58,1809.1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,217,-2.51816829536422
"1009","Maxomys_bartelsii",0,0,0,"Rodentia","Maxomys","bartelsii",NA,4.48255047244018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"456",NA,NA,NA,NA,9.63201538677203,-6.53,-7.4,-6.96,109.54,106.49,108.02,270,6.66754186297233,270,0.06,232.9,231.16,1624,1831,1.09861228866811,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,134,-2.0560263337175
"1010","Maxomys_dollmani",0,0,0,"Rodentia","Maxomys","dollmani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.50064381637584,-2.84,-3.68,-3.26,121.85,119.55,120.7,33,4.02535169073515,33,0.02,229.66,166.65,1791,2062.45,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,92,-0.859405910924966
"1011","Maxomys_hellwaldii",0,0,0,"Rodentia","Maxomys","hellwaldii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0464105138498,1.75,-5.7,-1.97,125.24,118.75,121.99,17,4.58241319886548,17,0.08,229.41,215.47,1812.6,1909.15,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,144,-3.07332712081104
"1012","Maxomys_hylomyoides",0,0,0,"Rodentia","Maxomys","hylomyoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.79225482916549,1.02,-2.03,-0.5,101.74,99.55,100.64,36,4.59935330066653,36,0.09,281.04,226.42,1672.07,1783.76,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,149,-2.07953596928477
"1013","Maxomys_inas",0,0,0,"Rodentia","Maxomys","inas",NA,4.49969855304586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1297;2655",NA,NA,NA,NA,9.55429596686697,5.49,3.6,4.54,102.3,100.87,101.58,12,4.25476128362801,12,0.07,202.53,250.18,1664.42,1763.41,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,212,-1.82304215595207
"1014","Maxomys_inflatus",0,0,0,"Rodentia","Maxomys","inflatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3306883446114,2.31,-3.18,-0.43,103.26,98.8,101.03,20,4.25461930875732,23,0.13,261.89,241.96,1696.43,1742.8,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,174,-2.68030617594763
"1015","Maxomys_moi",0,0,0,"Rodentia","Maxomys","moi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.93949975854634,14.8,11.67,13.23,108.79,107.45,108.12,4,4.07465192887636,4,0.16,179.33,227.36,1178.18,1458.74,1.09861228866811,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,180,-2.06139739291207
"1016","Maxomys_musschenbroekii",0,0,0,"Rodentia","Maxomys","musschenbroekii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0464105138498,1.75,-5.7,-1.97,125.24,118.75,121.99,17,4.58241319886548,17,0.08,229.41,215.47,1812.6,1909.15,1.6094379124341,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,145,-3.07032161067132
"1017","Maxomys_ochraceiventer",0,0,0,"Rodentia","Maxomys","ochraceiventer",NA,5.06865259824356,167.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2152",NA,NA,NA,NA,10.3497244139025,6.23,0.85,3.54,116.94,114.39,115.66,3,3.07037581654976,3,0.26,270.46,221.44,1763.9,1809.06,0.693147180559945,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,219,-2.15438408733709
"1018","Maxomys_pagensis",0,0,0,"Rodentia","Maxomys","pagensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.70696194884524,-0.91,-3.34,-2.13,100.47,98.58,99.52,43,4.03122725290662,43,0.11,340,259,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,-2.13793285203888
"1019","Maxomys_panglima",0,0,0,"Rodentia","Maxomys","panglima",NA,5.06865259824356,167.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2152",NA,NA,NA,NA,9.49008275837313,12.33,7.8,10.06,120.34,116.93,118.63,22,3.79166164875696,25,0.21,224,249.78,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69,-2.28264148402938
"1020","Maxomys_rajah",0,0,0,"Rodentia","Maxomys","rajah",NA,5.01063529409626,167.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"900;1297;1849;2152;2655",NA,NA,NA,NA,14.0941189462709,7.26,-5.94,0.65,119.26,95.18,107.22,1,4.28165366052709,4,0.15,243.54,248.52,1686.88,1743.09,2.30258509299405,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,349,-3.57817265869433
"1021","Maxomys_surifer",0,0,0,"Rodentia","Maxomys","surifer",NA,5.01383018499277,167.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"456;606;2152;2655",NA,NA,NA,NA,14.8315843676666,21.37,-8.78,6.29,119.26,94.19,106.73,1,4.95477016125486,4,0.12,202.8,245.51,1405.75,1647.29,3.13549421592915,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,562,-3.69153893319107
"1022","Maxomys_wattsi",0,0,0,"Rodentia","Maxomys","wattsi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.73988937054948,-1.55,-1.73,-1.64,121.49,121.31,121.4,17,2.89037175789616,17,0.13,234,190,1798,1831,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75,-0.61774101697307
"1023","Maxomys_whiteheadi",0,0,0,"Rodentia","Maxomys","whiteheadi",NA,3.99507656056343,167.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3.79053310784044,NA,NA,NA,NA,NA,NA,NA,NA,NA,"456;730;1297;1849;2152;2655;3019",NA,NA,NA,NA,14.1011039406214,7.98,-5.94,1.02,119.26,95.18,107.22,1,4.28592864462854,4,0.15,243.11,248.63,1686.88,1743.09,2.39789527279837,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,353,-3.57625692476826
"1024","Megadendromus_nikolausi",0,0,0,"Rodentia","Megadendromus","nikolausi",NA,3.95124371858143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,9.20987226243,7.04,6.12,6.58,40.11,39.05,39.58,5,3.60332156575229,5,0.12,67.74,14.03,974.35,1400.86,0.693147180559945,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124,-1.90637501744493
"1025","Megadontomys_cryophilus",0,0,0,"Rodentia","Megadontomys","cryophilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.81808118063489,17.8,16.99,17.39,-96.15,-97.08,-96.62,15,3.91262282550011,15,0.02,104.4,144.97,996.69,1534.59,0.693147180559945,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,-1.66232666297647
"1026","Megadontomys_nelsoni",0,0,0,"Rodentia","Megadontomys","nelsoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.64200524902671,20.47,18.96,19.71,-96.45,-97.77,-97.11,55,4.99050061167588,55,0.07,132.75,202.58,1164.78,1448.78,1.09861228866811,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,-1.98064379810264
"1027","Megadontomys_thomasi",0,1,1,"Rodentia","Megadontomys","thomasi",NA,4.70519650005522,NA,19.5,NA,124.2,110.9,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,4.24161448095714,NA,NA,NA,NA,29.88,NA,NA,"835;1297;1755;1822;2655",NA,NA,NA,NA,9.79498153942857,18.36,16.96,17.66,-98.89,-100.31,-99.6,17,4.21552921322681,17,0.09,107.66,209.36,835.45,1620.59,1.79175946922805,NA,NA,NA,NA,0.653212513775344,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,-2.24958505913541
"1028","Megalomys_desmarestii",0,0,0,"Rodentia","Megalomys","desmarestii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09861228866811,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"1029","Megalomys_luciae",0,0,0,"Rodentia","Megalomys","luciae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09861228866811,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"1030","Megaoryzomys_curioi",0,0,0,"Rodentia","Megaoryzomys","curioi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693147180559945,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"1031","Melanomys_caliginosus",0,0,0,"Rodentia","Melanomys","caliginosus",NA,3.71357206670431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1297;2655",NA,NA,NA,NA,13.2974243565468,16.02,-3.57,6.22,-71.11,-86.62,-78.87,2,4.12325590571652,3,0.13,188.24,229.19,1363.12,1618.43,1.79175946922805,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,-3.063190792533
"1032","Melanomys_robustulus",0,0,0,"Rodentia","Melanomys","robustulus",NA,3.97968165390196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,9.06399812681893,-3.38,-4.69,-4.04,-78.84,-79.55,-79.2,6,3.31636544614546,6,0.11,62.56,188.55,944.25,1442.22,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,-1.56722851304873
"1033","Melanomys_zunigae",0,0,0,"Rodentia","Melanomys","zunigae",NA,3.97968165390196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,9.17734806198738,-8.82,-10.31,-9.56,-76.88,-77.95,-77.42,10,3.29583686600433,10,0.08,94.22,97.23,837.94,1450.3,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,-2.46715768194874
"1034","Melasmothrix_naso",0,0,0,"Rodentia","Melasmothrix","naso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.63000970353587,-1.71,-2.14,-1.92,120.89,120.39,120.64,17,3.54066942694875,17,0.12,223.49,164.25,1815.99,1836.49,0.693147180559945,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,110,-1.27227842595567
"1035","Melomys_aerosus",0,0,0,"Rodentia","Melomys","aerosus",NA,NA,152.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"2803",104.24,NA,NA,NA,9.22720240545137,-2.88,-3.68,-3.28,130.82,128.21,129.52,23,3.17805383034795,23,0.04,277.83,244.33,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,-2.32608185071635
"1036","Melomys_arcium",0,0,0,"Rodentia","Melomys","arcium",NA,NA,139.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"2803",81.94,NA,NA,NA,5.69160867372449,-11.29,-11.42,-11.35,154.28,153.97,154.12,12,2.56494935746154,12,0.09,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,-1.43044155499301
"1037","Melomys_bannisteri",0,0,0,"Rodentia","Melomys","bannisteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,NA
"1038","Melomys_bougainville",0,0,0,"Rodentia","Melomys","bougainville",NA,4.4542310104228,146.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655;2803",NA,NA,NA,NA,9.43069283181591,-5,-7.41,-6.21,157.55,154.51,156.03,13,2.89037175789616,13,0.14,182.39,261.39,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,-2.53939535661492
"1039","Melomys_burtoni",0,0,0,"Rodentia","Melomys","burtoni",NA,4.26675606512954,103.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.45,NA,"456;1297;2655;2803",NA,NA,NA,NA,12.9792959639741,-10.69,-33.47,-22.08,153.63,123.42,138.53,0,2.36273901581379,0,0.08,95.87,237.49,936.14,1670.99,2.77258872223978,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,253,-3.23371609496728
"1040","Melomys_capensis",0,0,0,"Rodentia","Melomys","capensis",NA,4.24849524204936,136.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655;2803",NA,NA,NA,NA,10.7069660737073,-10.69,-14.19,-12.44,143.62,141.59,142.6,0,0.3293037471426,0,0.16,119.04,267.84,905.71,1744.15,1.09861228866811,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76,-2.76916269145562
"1041","Melomys_caurinus",0,0,0,"Rodentia","Melomys","caurinus",NA,NA,172.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"2803",149.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693147180559945,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,NA
"1042","Melomys_cervinipes",0,0,0,"Rodentia","Melomys","cervinipes",1,4.26549281841793,133.66,NA,NA,NA,NA,NA,NA,3.57878553131686,2,NA,NA,NA,2.2,1.3,NA,NA,6.38149447671574,NA,5.00548873994338,NA,4,2,NA,38.47,17.5,NA,"456;699;730;1297;2152;2655;2803;2812;3074",NA,NA,NA,NA,12.1165384525511,-14.53,-29.27,-21.9,153.63,144.55,149.09,0,2.97195174488859,0,0.09,97.37,204.51,1048.31,1595.7,3.29583686600433,-0.153075912,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,142,-3.10985744532844
"1043","Melomys_cooperae",0,0,0,"Rodentia","Melomys","cooperae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,NA
"1044","Melomys_dollmani",0,0,0,"Rodentia","Melomys","dollmani",NA,NA,131.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2803",68.7,NA,NA,NA,10.0168117735475,-5.31,-8.63,-6.97,147.76,142.31,145.04,1,2.71469474382088,4,0.13,355.32,166.55,1635.65,1668.76,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157,-2.15434642710595
"1045","Melomys_fraterculus",0,0,0,"Rodentia","Melomys","fraterculus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.82619569862099,-2.96,-3.33,-3.14,129.87,129.1,129.49,23,3.17805383034795,23,0.04,280.5,233.5,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,-1.71763236883047
"1046","Melomys_frigicola",0,0,0,"Rodentia","Melomys","frigicola",NA,NA,127.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2803",62.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693147180559945,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82,NA
"1047","Melomys_fulgens",0,0,0,"Rodentia","Melomys","fulgens",NA,NA,147.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"2803",95.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45,NA
"1048","Melomys_howi",0,0,0,"Rodentia","Melomys","howi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,NA
