"","treename","traitname","studies","hPCR","competence","tip","gen","fam","Rodents","superres","Flag","Zdiv","MSW05_Order","MSW05_Genus","MSW05_Species","X1.1_ActivityCycle","X5.1_AdultBodyMass_g","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X7.1_DispersalAge_d","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X6.2_TrophicLevel","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","WOS_HITS","Production","postnatGR","RelAgeSexMat","RelAgeBirth","logNeoBM","MammRich","SpeciesDensity","ed_equal","cites"
"341","Oligoryzomys_microtis","Oligoryzomys_microtis",6,1,1,"Oligoryzomys_microtis","Oligoryzomys","CRICETIDAE","Oligoryzomys_microtis",0,1,1,"Rodentia","Oligoryzomys","microtis",1,3.11351530921037,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,"905;2655",NA,NA,NA,NA,15.1268313497169,-2.31,-27.92,-15.12,-52.95,-75.2,-64.07,0,1.7227665977411,0,0.14,150.36,241.61,1307.94,1485.57,3.09104245335832,NA,NA,NA,NA,NA,461,-3.90579845847354,6.6149346204356,12
"342","Oligoryzomys_moojeni","Oligoryzomys_fornesi",0,0,0,"Oligoryzomys_moojeni","Oligoryzomys","CRICETIDAE","Oligoryzomys_fornesi",0,1,1,"Rodentia","Oligoryzomys","fornesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07944154167984,NA,NA,NA,NA,NA,311,NA,5.2976254267857,1
"343","Oligoryzomys_nigripes","Oligoryzomys_nigripes",13,1,0,"Oligoryzomys_nigripes","Oligoryzomys","CRICETIDAE","Oligoryzomys_nigripes",0,1,1,"Rodentia","Oligoryzomys","nigripes",1,3.01209762764026,61.7,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,3.59,NA,NA,NA,7.68458622282791,NA,3.8584112359795,1,NA,2,2,14.44,NA,NA,"730;890;905;1297;1843;1849;2655",NA,NA,NA,NA,13.9949048093775,-21.56,-38.86,-30.21,-48.35,-66.89,-57.62,1,3.52694858696772,2,0.07,94.06,182.75,1010.51,1165.05,4.12713438504509,NA,NA,NA,NA,NA,399,-3.47693703778719,3.5042703052107,63
"344","Oligoryzomys_rupestris","Oligoryzomys_stramineus",0,0,0,"Oligoryzomys_rupestris","Oligoryzomys","CRICETIDAE","Oligoryzomys_stramineus",0,0,0,"Rodentia","Oligoryzomys","stramineus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38629436111989,NA,NA,NA,NA,NA,230,NA,4.11906100609285,0
"345","Oligoryzomys_stramineus","Oligoryzomys_stramineus",1,1,0,"Oligoryzomys_stramineus","Oligoryzomys","CRICETIDAE","Oligoryzomys_stramineus",0,0,0,"Rodentia","Oligoryzomys","stramineus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38629436111989,NA,NA,NA,NA,NA,230,NA,2.42394438580535,0
"346","Oligoryzomys_vegetus","Oligoryzomys_vegetus",0,0,0,"Oligoryzomys_vegetus","Oligoryzomys","CRICETIDAE","Oligoryzomys_vegetus",0,0,0,"Rodentia","Oligoryzomys","vegetus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0482084831269,10.63,8.31,9.47,-81.68,-84.83,-83.26,9,4.15119737381488,9.5,0.12,262.19,249.67,1370.2,1736.63,1.09861228866811,NA,NA,NA,NA,NA,207,-2.04791115177856,4.41628896989285,1
"347","Oligoryzomys_victus","Oligoryzomys_victus",0,0,0,"Oligoryzomys_victus","Oligoryzomys","CRICETIDAE","Oligoryzomys_victus",0,0,0,"Rodentia","Oligoryzomys","victus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,1.61034552503035,0
"348","Ondatra_zibethicus","Ondatra_zibethicus",0,0,0,"Ondatra_zibethicus","Ondatra","CRICETIDAE","Ondatra_zibethicus",1,1,2,"Rodentia","Ondatra","zibethicus",2,6.89902730075151,276.67,14.5,365,841.27,1067.3,5,NA,3.32719196835166,3,0.00321,-5.68397984736002,30,6.55,2.43,120,NA,NA,NA,5.28882243198623,NA,6,1,2,27.84,153.7,NA,"543;912;1215;1297;1473;1573;1577;1849;1949;2550;2655;2950;3039",NA,NA,NA,NA,16.5013936105721,68.46,28.92,48.69,-52.63,-168.12,-110.38,0,2.96217549002515,0,0.04,52.25,30.61,455.05,598.8,5.60947179518496,0.392311954,6.98954070031833,0.0550305555555556,0.101388888888889,1.34222522936079,348,-4.62488494483845,15.54504748325,127805
"349","Onychomys_arenicola","Onychomys_arenicola",0,0,0,"Onychomys_arenicola","Onychomys","CRICETIDAE","Onychomys_arenicola",0,0,0,"Rodentia","Onychomys","arenicola",NA,3.40119738166216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,13.5694058426745,38,21.9,29.95,-99.63,-109.01,-104.32,0,2.84607149899958,0,0.1,27.86,153.5,458.16,1137.06,1.79175946922805,NA,NA,NA,NA,NA,218,-3.55466158657469,8.17719944421484,6
"350","Onychomys_leucogaster","Onychomys_leucogaster",2,0,0,"Onychomys_leucogaster","Onychomys","CRICETIDAE","Onychomys_leucogaster",0,0,0,"Rodentia","Onychomys","leucogaster",1,3.32934327789417,103.46,19.25,156.33,NA,NA,4,NA,3.45410603731756,2,0.02,-3.91202300542815,31.5,3.84,3.8,60,NA,NA,NA,4.67944243036268,NA,6,1,2,22.82,13.1,NA,"377;543;786;881;1215;1297;1382;1923;2294;2621;2655;2776",NA,NA,NA,NA,15.1497744425183,53.17,23.24,38.2,-93.98,-122.39,-108.18,0,2.27109442590267,0,0.05,34.14,93.41,470.15,863.03,4.71849887129509,0.835470703,5.69565217391304,0.0598388888888889,0.08685,0.361727836017593,350,-4.03539539811432,8.17719944421484,55
"351","Onychomys_torridus","Onychomys_torridus",0,0,0,"Onychomys_torridus","Onychomys","CRICETIDAE","Onychomys_torridus",0,0,0,"Rodentia","Onychomys","torridus",1,3.07639017657145,94.8,15.5,121.66,29.6,19.1,1,NA,3.34533224882076,2,0.01,-4.60517018598809,29.7,3.3,2.5,55.2,NA,5.06607000098436,NA,4.02570876983196,2,NA,1,3,19.86,9.19,NA,"377;543;730;808;1012;1215;1297;1573;1577;1822;1849;1922;2473;2655;2810",NA,NA,NA,NA,13.5537031114449,42.14,24.97,33.55,-107.74,-120.74,-114.24,0,3.39551459852666,0,0.15,22.33,149.35,341.39,1135.77,3.63758615972639,0.543710182,3.94420600858369,0.0338285024154589,0.0734661835748792,0.367355921026019,246,-3.49536336355207,11.9688435154297,16
"352","Oreoryzomys_balneator","Oryzomys_balneator",0,0,0,"Oreoryzomys_balneator","Oreoryzomys","CRICETIDAE","Oryzomys_balneator",0,0,0,"Rodentia","Oryzomys","balneator",NA,4.1026433650368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,10.7796714507682,0.12,-4.87,-2.37,-77.81,-79.58,-78.69,2,3.93398017278019,4,0.1,158.46,159.44,1169.4,1395.81,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,5.2488987832606,0
"353","Oryzomys_antillarum","Oryzomys_palustris",0,0,0,"Oryzomys_antillarum","Oryzomys","CRICETIDAE","Oryzomys_palustris",0,1,1,"Rodentia","Oryzomys","palustris",1,3.97518558038579,133.5,8.75,NA,NA,NA,5,NA,3.20842136696434,2,0.00278,-5.89979735858216,NA,4.08,NA,28.5,NA,6.28204242267179,NA,3.91042172406117,NA,16,1,2,11.44,21.99,NA,"291;533;730;899;1235;1297;1577;1849;2118;2655;2774;3065",NA,NA,NA,NA,14.2284533649314,41.28,24.94,33.11,-73.97,-98.46,-86.22,0,4.27304847210414,5,0.06,98.3,174.01,970.45,1094.88,4.74493212836325,0.96684692,6.30085959885387,0.0583859649122807,NA,0.54282542695918,126,-4.07896823728989,3.23104937451009,0
"354","Oryzomys_couesi","Oryzomys_couesi",3,1,1,"Oryzomys_couesi","Oryzomys","CRICETIDAE","Oryzomys_couesi",0,0,0,"Rodentia","Oryzomys","couesi",NA,4.23830059563929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63,NA,NA,NA,5.39992585213613,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1297;2655;2926",NA,NA,NA,NA,14.1491660527188,28.55,7.19,17.87,-78.39,-111.38,-94.88,2,4.22317743406507,4,0.12,119.09,226.58,1085.21,1546.18,2.99573227355399,NA,NA,NA,NA,NA,592,-3.37258303350565,2.52789151311009,7
"355","Oryzomys_curasoae","Oryzomys_curasoae",0,0,0,"Oryzomys_curasoae","Oryzomys","CRICETIDAE","Oryzomys_curasoae",0,0,0,"Rodentia","Oryzomys","curasoae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,7.25830703268074,0
"356","Oryzomys_dimidiatus","Oryzomys_dimidiatus",0,0,0,"Oryzomys_dimidiatus","Oryzomys","CRICETIDAE","Oryzomys_dimidiatus",0,0,0,"Rodentia","Oryzomys","dimidiatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.93463881419177,12.1,11.61,11.85,-83.83,-84.41,-84.12,6,2.56494935746154,6,0.06,295.75,250.99,1482.52,1922.24,1.09861228866811,NA,NA,NA,NA,NA,121,-1.3631844825824,3.28149875232019,0
"357","Oryzomys_gorgasi","Oryzomys_gorgasi",0,0,0,"Oryzomys_gorgasi","Oryzomys","CRICETIDAE","Oryzomys_gorgasi",0,0,0,"Rodentia","Oryzomys","gorgasi",NA,4.1026433650368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,8.22267983881144,8.12,7.4,7.76,-76.64,-77.34,-76.99,4,2.9263821954192,4,0.08,232.87,254.83,1552.66,1653.11,1.09861228866811,NA,NA,NA,NA,NA,198,-1.2743992901914,2.52789151311009,0
"358","Oryzomys_nelsoni","Oryzomys_nelsoni",0,0,0,"Oryzomys_nelsoni","Oryzomys","CRICETIDAE","Oryzomys_nelsoni",0,0,0,"Rodentia","Oryzomys","nelsoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38629436111989,NA,NA,NA,NA,NA,NA,NA,3.23104937451009,0
"359","Oryzomys_palustris","Oryzomys_palustris",4,1,1,"Oryzomys_palustris","Oryzomys","CRICETIDAE","Oryzomys_palustris",0,1,1,"Rodentia","Oryzomys","palustris",1,3.97518558038579,133.5,8.75,NA,NA,NA,5,NA,3.20842136696434,2,0.00278,-5.89979735858216,NA,4.08,NA,28.5,NA,6.28204242267179,NA,3.91042172406117,NA,16,1,2,11.44,21.99,NA,"291;533;730;899;1235;1297;1577;1849;2118;2655;2774;3065",NA,NA,NA,NA,14.2284533649314,41.28,24.94,33.11,-73.97,-98.46,-86.22,0,4.27304847210414,5,0.06,98.3,174.01,970.45,1094.88,4.74493212836325,0.96684692,6.30085959885387,0.0583859649122807,NA,0.54282542695918,126,-4.07896823728989,3.28149875232019,67
"360","Osgoodomys_banderanus","Osgoodomys_banderanus",3,0,0,"Osgoodomys_banderanus","Osgoodomys","CRICETIDAE","Osgoodomys_banderanus",0,0,0,"Rodentia","Osgoodomys","banderanus",NA,3.91182298542548,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1.68,NA,NA,NA,6.22285400727604,NA,NA,NA,NA,2,NA,NA,NA,NA,"568;730;1297;2655",NA,NA,NA,NA,12.1048947040347,22.18,16.26,19.22,-98,-105.7,-101.85,7,4.19086612921272,9,0.08,91.63,211.32,847.86,1570.95,0,NA,NA,NA,NA,NA,194,-2.96928724405193,6.01999555173242,1
"361","Otonyctomys_hatti","Otonyctomys_hatti",0,0,0,"Otonyctomys_hatti","Otonyctomys","CRICETIDAE","Otonyctomys_hatti",0,0,0,"Rodentia","Otonyctomys","hatti",NA,3.58905911883173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,11.6253184447842,21.19,17,19.09,-87.12,-90.4,-88.76,3,3.05870707271538,3,0.25,97.1,254.04,1243.41,1568.32,0.693147180559945,NA,NA,NA,NA,NA,125,-2.95190163792982,25.278718342325,0
"362","Ototylomys_phyllotis","Ototylomys_phyllotis",0,0,0,"Ototylomys_phyllotis","Ototylomys","CRICETIDAE","Ototylomys_phyllotis",0,1,1,"Rodentia","Ototylomys","phyllotis",1,4.46521822556065,152.54,6,NA,NA,NA,3,NA,3.96537418092514,3,NA,NA,NA,2.2,NA,NA,69.6,NA,NA,3.33861250647053,1,4,2,1,67.72,NA,NA,"905;1297;1319;1750;1751;2655",NA,NA,NA,NA,13.1279307706693,21.6,9.3,15.45,-83.28,-99.88,-91.58,2,4.0206980220538,4,0.18,146.59,234.26,1283.36,1624.96,2.39789527279837,NA,NA,NA,NA,1.00817418400643,307,-3.21424951703241,23.142724027325,11
"363","Oxymycterus_akodontius","Oxymycterus_akodontius",0,0,0,"Oxymycterus_akodontius","Oxymycterus","CRICETIDAE","Oxymycterus_akodontius",0,0,0,"Rodentia","Oxymycterus","akodontius",NA,4.21936063553837,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"890;2655",NA,NA,NA,NA,10.3740041751782,-21.82,-24.75,-23.29,-64.64,-66.55,-65.59,0,2.80819714970715,1,0.09,44.37,44.86,604.28,1331.31,1.09861228866811,NA,NA,NA,NA,NA,82,-2.59155891613749,2.16958873449287,0
"364","Oxymycterus_amazonicus","Oxymycterus_amazonicus",0,0,0,"Oxymycterus_amazonicus","Oxymycterus","CRICETIDAE","Oxymycterus_amazonicus",0,0,0,"Rodentia","Oxymycterus","amazonicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693147180559945,NA,NA,NA,NA,NA,260,NA,2.16958873449287,1
"365","Oxymycterus_angularis","Oxymycterus_angularis",0,0,0,"Oxymycterus_angularis","Oxymycterus","CRICETIDAE","Oxymycterus_angularis",0,0,0,"Rodentia","Oxymycterus","angularis",NA,4.21936063553837,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"890;2655",NA,NA,NA,NA,13.0368254452706,-2.36,-10.48,-6.42,-34.79,-44.05,-39.42,3,4.36729363507182,8,0.06,105.47,250.56,927.16,1505.17,0.693147180559945,NA,NA,NA,NA,NA,174,-3.42127210413431,2.03293881428549,0
"366","Oxymycterus_caparoae","Oxymycterus_caparoae",0,0,0,"Oxymycterus_caparoae","Oxymycterus","CRICETIDAE","Oxymycterus_caparoae",0,0,0,"Rodentia","Oxymycterus","caparoae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,201,NA,0.508080544483873,0
"367","Oxymycterus_dasytrichus","Oxymycterus_dasytrichus",0,0,0,"Oxymycterus_dasytrichus","Oxymycterus","CRICETIDAE","Oxymycterus_dasytrichus",0,0,0,"Rodentia","Oxymycterus","dasytrichus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09861228866811,NA,NA,NA,NA,NA,237,NA,5.62386565113574,1
"368","Oxymycterus_delator","Oxymycterus_delator",2,0,0,"Oxymycterus_delator","Oxymycterus","CRICETIDAE","Oxymycterus_delator",0,0,0,"Rodentia","Oxymycterus","delator",NA,4.40048031333213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,10.5275265871081,-24.01,-26,-25.01,-54.51,-58.19,-56.35,1,3.76630335107874,2,0.13,125.73,217.27,1273.38,1278.19,1.09861228866811,NA,NA,NA,NA,NA,199,-2.27319362846113,4.09958727438574,1
"369","Oxymycterus_hiska","Oxymycterus_hiska",0,0,0,"Oxymycterus_hiska","Oxymycterus","CRICETIDAE","Oxymycterus_hiska",0,0,0,"Rodentia","Oxymycterus","hiska",NA,4.21936063553837,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"890;2655",NA,NA,NA,NA,9.00388553613568,-14.45,-15.29,-14.87,-69.32,-70.47,-69.9,4,2.96938829821439,4,0.05,192.53,12.43,1104.14,1316.75,0,NA,NA,NA,NA,NA,239,-1.53193990308409,2.99288084849197,0
"370","Oxymycterus_hispidus","Oxymycterus_hispidus",2,1,0,"Oxymycterus_hispidus","Oxymycterus","CRICETIDAE","Oxymycterus_hispidus",0,1,1,"Rodentia","Oxymycterus","hispidus",NA,3.60413822565885,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"890;2655",NA,NA,NA,NA,13.6997132344759,-11.74,-29.62,-20.68,-37.98,-55.93,-46.96,5,4.71956972629659,11,0.06,127.53,200.11,1207.71,1356.95,1.38629436111989,NA,NA,NA,NA,NA,267,-3.52319860002525,0.988370017367746,0
"371","Oxymycterus_hucucha","Oxymycterus_hucucha",0,0,0,"Oxymycterus_hucucha","Oxymycterus","CRICETIDAE","Oxymycterus_hucucha",0,0,0,"Rodentia","Oxymycterus","hucucha",NA,4.21936063553837,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"890;2655",NA,NA,NA,NA,8.87967285532254,-17.21,-18.01,-17.61,-64.11,-65.14,-64.63,5,2.04769284336526,5,0.06,75.25,165.53,1043.99,1448.09,0,NA,NA,NA,NA,NA,163,-1.64420531776871,1.57038940974598,0
"372","Oxymycterus_inca","Oxymycterus_inca",0,0,0,"Oxymycterus_inca","Oxymycterus","CRICETIDAE","Oxymycterus_inca",0,0,0,"Rodentia","Oxymycterus","inca",NA,3.5550623063796,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"890;2655",NA,NA,NA,NA,13.0464600191244,-10.74,-18.1,-14.42,-60.74,-75.3,-68.02,0,2.22786154679811,1,0.16,135.31,208.26,1245.46,1480.6,0.693147180559945,NA,NA,NA,NA,NA,371,-3.09663168506209,1.46902893821697,1
"373","Oxymycterus_josei","Oxymycterus_josei",0,0,0,"Oxymycterus_josei","Oxymycterus","CRICETIDAE","Oxymycterus_josei",0,0,0,"Rodentia","Oxymycterus","josei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,42,NA,0.508080544483873,0
"374","Oxymycterus_nasutus","Oxymycterus_nasutus",1,1,0,"Oxymycterus_nasutus","Oxymycterus","CRICETIDAE","Oxymycterus_nasutus",0,1,1,"Rodentia","Oxymycterus","nasutus",NA,4.21936063553837,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"890;2655",NA,NA,NA,NA,13.3380490759396,-23.22,-34.37,-28.79,-48.39,-57.78,-53.09,3,3.65143715863807,6,0.04,126.03,178.57,1109.07,1181.33,2.39789527279837,NA,NA,NA,NA,NA,195,-3.5026065016728,2.77173653053394,7
"375","Oxymycterus_paramensis","Oxymycterus_paramensis",0,0,0,"Oxymycterus_paramensis","Oxymycterus","CRICETIDAE","Oxymycterus_paramensis",0,0,0,"Rodentia","Oxymycterus","paramensis",NA,3.7374314946961,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,"890;2655",NA,NA,NA,NA,12.4318600587593,-14.15,-31.6,-22.87,-63.23,-70.12,-66.68,0,3.06011453248326,1,0.11,73.9,120.04,858.85,1377.79,1.79175946922805,NA,NA,NA,NA,NA,358,-2.84520519666874,1.57038940974598,1
"376","Oxymycterus_quaestor","Oxymycterus_quaestor",0,0,0,"Oxymycterus_quaestor","Oxymycterus","CRICETIDAE","Oxymycterus_quaestor",0,0,0,"Rodentia","Oxymycterus","quaestor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09861228866811,NA,NA,NA,NA,NA,252,NA,2.03293881428549,2
"377","Oxymycterus_roberti","Oxymycterus_roberti",0,0,0,"Oxymycterus_roberti","Oxymycterus","CRICETIDAE","Oxymycterus_roberti",0,0,0,"Rodentia","Oxymycterus","roberti",NA,4.42735844467196,100,NA,NA,91.56,84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.58578691641849,NA,NA,NA,NA,NA,3,NA,NA,NA,"730;890;1822;1843;1947;2655",NA,NA,NA,NA,13.8092691105918,-11.98,-23.15,-17.57,-38.86,-49.64,-44.25,1,4.10098910494077,2,0.07,119.68,211.59,1129.15,1436.03,1.6094379124341,NA,NA,NA,NA,NA,276,-3.55638029178181,1.46902893821697,0
"378","Oxymycterus_rufus","Oxymycterus_rufus",3,1,0,"Oxymycterus_rufus","Oxymycterus","CRICETIDAE","Oxymycterus_rufus",0,0,0,"Rodentia","Oxymycterus","rufus",2,4.40684119104832,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,2.51,2.6,31.2,NA,6.30840804749286,NA,4.50821865991164,NA,NA,1,2,13.94,NA,NA,"543;730;890;1297;1849;2655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04452243772342,NA,NA,0.096965811965812,NA,NA,159,NA,1.61113307223549,14
"379","Oxymycterus_wayku","Oxymycterus_paramensis",0,0,0,"Oxymycterus_wayku","Oxymycterus","CRICETIDAE","Oxymycterus_paramensis",0,0,0,"Rodentia","Oxymycterus","paramensis",NA,3.7374314946961,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,"890;2655",NA,NA,NA,NA,12.4318600587593,-14.15,-31.6,-22.87,-63.23,-70.12,-66.68,0,3.06011453248326,1,0.11,73.9,120.04,858.85,1377.79,1.79175946922805,NA,NA,NA,NA,NA,358,-2.84520519666874,3.20266763114197,0
"380","Paralomys_gerbillus","Paralomys_gerbillus",0,0,0,"Paralomys_gerbillus","Paralomys","CRICETIDAE","Paralomys_gerbillus",0,0,0,"Rodentia","Paralomys","gerbillus",NA,2.85647020622048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,9.47335826893325,-13.58,-15.65,-14.62,-74.6,-76.39,-75.5,2,3.01012815383772,2,0.08,3.89,131.99,373.46,1155.95,0,NA,NA,NA,NA,NA,72,-2.25689472485899,4.30463911078537,0
